creature_id	species_name	base_form	primary_trait	secondary_trait	biome	danger_band	ecology_role	candidate_draws	selection_score	generation_law	visual_status
WR03804	Aermaelorfenion3804	song beetle	weird	cello-woken	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03805	Aermaelormarrowelle3805	moth-deer	unbrictionable	unibreccianated	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03806	Aerdalenavel3806	root hound	elegant	horrific	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03807	Aerfiraianbrinarel3807	glass heron	cello-woken	diamond-scarred	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03808	Aeranoramarkelanen3808	basalt hare	unibreccianated	verdant	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03809	Aerfiraevaraivyelle3809	orchard eel	horrific	beautiful	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03810	Ashajorafirabrooken3810	lantern fox	diamond-scarred	glyph-touched	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03811	Ashaelionmaelordion3811	cinder elk	verdant	sanitized	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03812	Ashagalenanoravel3812	moss bear	beautiful	gross	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03813	Ashaelionquartzaria3813	willow crab	glyph-touched	resonant	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03814	Aeranorianbrinen3814	stonefin bird	sanitized	chaotic	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03815	Aerdalenluthendaren3815	thorn whale	gross	weird	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03816	Aeranormarrowdria3816	ash otter	resonant	unbrictionable	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03817	Aerfiraquartzel3817	ribbon serpent	chaotic	elegant	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03818	Ashaavelmarrowiel3818	mirror lynx	weird	cello-woken	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03819	Ashagalenfiraiven3819	fern mantis	unbrictionable	unibreccianated	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03820	Aeranoravel3820	marrow crane	elegant	horrific	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03821	Aerfiracoriakelanen3821	quartz ram	cello-woken	diamond-scarred	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03822	Brenendaravelion3822	song beetle	unibreccianated	verdant	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03823	Aermaeloramaraelen3823	moth-deer	horrific	beautiful	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03824	Ashagalenemberion3824	root hound	diamond-scarred	glyph-touched	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03825	Aermaelorcinderarel3825	glass heron	verdant	sanitized	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03826	Aeranoramarriverion3826	basalt hare	beautiful	gross	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03827	Ashaavelel3827	orchard eel	glyph-touched	resonant	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03828	Ashanaradalenianen3828	lantern fox	sanitized	chaotic	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03829	Aerindraevaradion3829	cinder elk	gross	weird	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03830	Aerfiramossdion3830	moss bear	resonant	unbrictionable	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03831	Ashanarabrookion3831	willow crab	chaotic	elegant	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03832	Aerindraquartzael3832	stonefin bird	weird	cello-woken	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03833	Aerindraianaelel3833	thorn whale	unbrictionable	unibreccianated	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03834	Aerfiraiankelanaen3834	ash otter	elegant	horrific	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03835	Aerindraluthiel3835	ribbon serpent	cello-woken	diamond-scarred	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03836	Aeranorianivyiven3836	mirror lynx	unibreccianated	verdant	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03837	Ashaavelcinderaen3837	fern mantis	horrific	beautiful	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03838	Aeranorashelle3838	marrow crane	diamond-scarred	glyph-touched	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03839	Ashanaraasharia3839	quartz ram	verdant	sanitized	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03840	Ashagalenmossaria3840	song beetle	beautiful	gross	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03841	Aerindraiankelanion3841	moth-deer	glyph-touched	resonant	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03842	Aerindracoriaashen3842	root hound	sanitized	chaotic	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03843	Aermaelorforgearel3843	glass heron	gross	weird	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03844	Brenendarjorael3844	basalt hare	resonant	unbrictionable	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03845	Ashagalenfiraaen3845	orchard eel	chaotic	elegant	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03846	Aerfiramarrowarel3846	lantern fox	weird	cello-woken	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03847	Aerdalencoriaaria3847	cinder elk	unbrictionable	unibreccianated	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03848	Aeranorcoriamireel3848	moss bear	elegant	horrific	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03849	Ashanarafiraianaria3849	willow crab	cello-woken	diamond-scarred	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03850	Brenaelforgearia3850	stonefin bird	unibreccianated	verdant	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03851	Aerfiraianlarkdria3851	thorn whale	horrific	beautiful	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03852	Ashagalenaria3852	ash otter	diamond-scarred	glyph-touched	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03853	Aerfiraaen3853	ribbon serpent	verdant	sanitized	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03854	Brenaelgalenfiraion3854	mirror lynx	beautiful	gross	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03855	Ashaelionglassel3855	fern mantis	glyph-touched	resonant	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03856	Aeranorcinderavel3856	marrow crane	sanitized	chaotic	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03857	Aerfiraianaeliven3857	quartz ram	gross	weird	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03858	Aerindraashen3858	song beetle	resonant	unbrictionable	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03859	Ashajorabellavel3859	moth-deer	chaotic	elegant	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03860	Ashajoragroveaen3860	root hound	weird	cello-woken	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03861	Aerdalenfenarel3861	glass heron	unbrictionable	unibreccianated	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03862	Ashajoramaelorianel3862	basalt hare	elegant	horrific	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03863	Aerfiraevaraaelion3863	orchard eel	cello-woken	diamond-scarred	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03864	Aerindragroveion3864	lantern fox	unibreccianated	verdant	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03865	Ashaavelforgeavel3865	cinder elk	horrific	beautiful	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03866	Aerdalenamarforgeen3866	moss bear	diamond-scarred	glyph-touched	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03867	Aermaelorcoriadion3867	willow crab	verdant	sanitized	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03868	Aeranorevaramireen3868	stonefin bird	beautiful	gross	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03869	Ashajorabrookael3869	thorn whale	glyph-touched	resonant	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03870	Ashanaraanoraria3870	ash otter	sanitized	chaotic	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03871	Aeranorcrownavel3871	ribbon serpent	gross	weird	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03872	Aerfiraamarfeniven3872	mirror lynx	resonant	unbrictionable	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03873	Aermaelorcinderen3873	fern mantis	chaotic	elegant	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03874	Aeranorluthriveren3874	marrow crane	weird	cello-woken	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03875	Ashajoralarkavel3875	quartz ram	unbrictionable	unibreccianated	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03876	Aerdalenluthfendion3876	song beetle	elegant	horrific	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03877	Ashaavelivyiven3877	moth-deer	cello-woken	diamond-scarred	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03878	Aeranoramaraelion3878	root hound	unibreccianated	verdant	xeth glyph yard	predatory	memory mimic	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03879	Ashaelionfiraianel3879	glass heron	horrific	beautiful	stone fen	sacred-dangerous	weather listener	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03880	Aeranoraen3880	basalt hare	diamond-scarred	glyph-touched	pocket sanctuary	gentle	burrow architect	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03881	Aeranoramarkelanen3881	orchard eel	verdant	sanitized	glass orchard	watchful	soil restorer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03882	Ashajoraorchardaen3882	lantern fox	beautiful	gross	neith edge	hazardous	apex grazer	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03883	Aeranorevaraendaren3883	cinder elk	glyph-touched	resonant	willow-stone county	predatory	song amplifier	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03884	Aerfiraamarashiel3884	moss bear	sanitized	chaotic	last open gate	sacred-dangerous	healing symbiote	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03885	Aeranorevaraen3885	willow crab	gross	weird	diamond breakland	gentle	gate sentinel	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03886	Brenendararia3886	stonefin bird	resonant	unbrictionable	black-heart ridge	watchful	warning species	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03887	Aerindraluthashen3887	thorn whale	chaotic	elegant	ash river	hazardous	river filter	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03888	Aerfiraael3888	ash otter	weird	cello-woken	morrow market	predatory	carrion recycler	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03889	Ashaavelorchardavel3889	ribbon serpent	unbrictionable	unibreccianated	root vale	sacred-dangerous	glass cleaner	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03890	Aerdalenianendaren3890	mirror lynx	elegant	horrific	ripper tunnel	gentle	pollinator	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03891	Aerdalenaria3891	fern mantis	cello-woken	diamond-scarred	cello field	watchful	root spreader	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
WR03892	Aerindraevaraaelaen3892	marrow crane	unibreccianated	verdant	blue-light road	hazardous	pack companion	90	77	mutative_post_diamond_5000_creature_registry	pending_art_reference
